0.1601677, -0.2510437
0.3215046, -0.5029712
0.3213934, -0.503107
0.3215553, -0.5033211
0.3213691, -0.5035774
0.3220009, -0.5035327
0.3218194, -0.5028757
0.3217578, -0.5026425
0.3220175, -0.5025483
0.3228531, -0.5027238
0.324088, -0.5028991
0.3241857, -0.5035555
0.3239643, -0.5039504
0.3234704, -0.5045429
0.3232404, -0.5052685
0.3231467, -0.5053135
0.3228987, -0.5052139
0.3223866, -0.5059608
0.3226447, -0.5063373
0.323125, -0.5062914
0.3240521, -0.505002
0.3180391, -0.4876669
0.3086713, -0.454591
0.3016564, -0.4327846
0.2962419, -0.4302067
0.298791, -0.443638
0.2982034, -0.4654165
0.301442, -0.4842647
0.3043427, -0.4933676
0.3037151, -0.5018476
0.3032608, -0.5151269
0.3031639, -0.5220968
0.3000634, -0.5343751
0.2971699, -0.5425204
0.2945232, -0.5452803
0.2869436, -0.550015
0.282056, -0.5506558
0.27366, -0.5483598
0.2609547, -0.5498461
0.2480311, -0.5490255
0.2396221, -0.5431414
0.2352011, -0.5341207
0.2342716, -0.5126519
0.2413511, -0.4752828
0.2562254, -0.4339943
0.2794273, -0.3799602
0.2991655, -0.3360128
0.3142407, -0.2920466
0.3258197, -0.2476135
0.3310079, -0.2109621
0.3285174, -0.1740399
0.314681, -0.1308823
0.2948236, -0.08673517
0.2750157, -0.04110653
0.2585696, 0.00423496
0.2467224, 0.04617959
0.2436957, 0.08274425
0.2460507, 0.1173803
0.2532879, 0.1639736
0.2675308, 0.2186759
0.288499, 0.2793141
0.3065426, 0.3276368
0.3238462, 0.3725944
0.3392059, 0.416021
0.354478, 0.4551311
0.3660034, 0.4896299
0.3771476, 0.5262133
0.3873268, 0.5665146
0.3987989, 0.6047471
0.4154375, 0.6361616
0.4310961, 0.6753495
0.442393, 0.7010146
0.4500493, 0.7093795
0.4605339, 0.7098404
0.4806789, 0.6997193
0.5024784, 0.6885768
0.5330122, 0.6761748
0.562515, 0.666374
0.5911136, 0.6619788
0.6268305, 0.6637782
0.6664741, 0.671578
0.7113036, 0.687068
0.7539319, 0.7064347
0.7932211, 0.7224625
0.8406533, 0.7367622
0.8858911, 0.7479138
0.9279641, 0.7540736
0.9744478, 0.7536148
1.027893, 0.7479519
1.083561, 0.7349415
1.154308, 0.7116014
1.236391, 0.6823794
1.292534, 0.6610336
1.342441, 0.6431658
1.387162, 0.6237276
1.429429, 0.6048493
1.468973, 0.5891728
1.50332, 0.5801189
1.529602, 0.5720404
1.542785, 0.5665794
1.548463, 0.5646242
1.545711, 0.5638952
1.537107, 0.5668796
1.531424, 0.5700464
1.531424, 0.5700464
1.528816, 0.5711153
1.528164, 0.5716093
1.528169, 0.5716142
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.52817, 0.5716143
1.055566, 1.424626
0.7874442, 0.975683
0.8897674, 1.040337
0.8913479, 1.04159
0.9026085, 1.04651
0.9241831, 1.04823
0.9410577, 1.040978
0.9667578, 1.047551
0.9743628, 1.048832
0.9629409, 1.036526
0.9725115, 1.034267
0.9699758, 1.021892
0.9756486, 1.008679
0.9990072, 1.012728
1.0369, 1.027308
1.05127, 1.028661
1.070881, 1.031155
1.117561, 1.05655
1.167638, 1.087114
1.213814, 1.115396
1.265107, 1.148365
1.310172, 1.188515
1.289345, 1.213655
1.3289, 1.263109
1.24808, 1.183109
1.219724, 1.152789
1.219412, 1.146948
1.213401, 1.133367
1.172879, 1.095892
1.168005, 1.086389
1.170877, 1.082319
1.161351, 1.069937
1.146844, 1.060744
1.522056, 0.5763347
1.708587, 0.3302904
1.704069, 0.3162715
1.702247, 0.3069632
1.7006, 0.2989144
1.699075, 0.2933134
1.697692, 0.2894873
1.698237, 0.2836285
1.696505, 0.2791997
1.694423, 0.2772852
1.69274, 0.279406
1.685853, 0.2751074
1.679431, 0.2841835
1.667533, 0.2995768
1.661927, 0.3182206
1.670344, 0.3273311
1.662174, 0.3383764
1.649373, 0.3117891
1.637, 0.2569427
1.627443, 0.2123622
1.623252, 0.1922083
1.617104, 0.1517781
1.6116, 0.1383535
1.601708, 0.1401699
1.585812, 0.1469531
1.564027, 0.1583549
1.54225, 0.1663916
1.518676, 0.1697327
1.494508, 0.1661011
1.470454, 0.1474556
1.445323, 0.1221864
1.419366, 0.08469882
1.400601, 0.05168432
1.389359, 0.04810369
1.363697, -0.006833309
1.329866, -0.08299623
1.30303, -0.1191664
1.274335, -0.1503749
1.241969, -0.1768129
1.202783, -0.2045713
1.159473, -0.2313882
1.111518, -0.2584996
1.06231, -0.2861148
1.01694, -0.3149462
0.9779193, -0.3438482
0.9403754, -0.374891
0.904051, -0.4082506
0.8661228, -0.4474442
0.8311456, -0.4892291
0.7946057, -0.5318924
0.7579171, -0.5693676
0.7235451, -0.5980685
0.6876611, -0.6233073
0.6485028, -0.6438566
0.6059489, -0.6591601
0.5571676, -0.6718998
