-0.05864644, -0.1468557
-0.1505616, -0.3717675
-0.1533045, -0.3741729
-0.1524809, -0.3749089
-0.1531378, -0.3749203
-0.1526133, -0.3731379
-0.153532, -0.3721104
-0.1540653, -0.3736568
-0.1539289, -0.3757951
-0.1539147, -0.3768222
-0.1544615, -0.3776474
-0.1542682, -0.3780142
-0.1528618, -0.3798439
-0.1506965, -0.3789119
-0.1478752, -0.3771621
-0.1441905, -0.374807
-0.1421433, -0.3734761
-0.1420646, -0.3735584
-0.142029, -0.374023
-0.1417833, -0.374703
-0.1437033, -0.3765249
-0.1456523, -0.3773775
-0.1492513, -0.3787839
-0.1521012, -0.3802997
-0.1528299, -0.3800711
-0.1527212, -0.3793479
-0.1511349, -0.3787954
-0.1511537, -0.377516
-0.152351, -0.377447
-0.1588122, -0.3799967
-0.1634275, -0.3843408
-0.1599098, -0.3846608
-0.1593336, -0.3845903
-0.1598548, -0.3854994
-0.1611438, -0.3851289
-0.1629424, -0.3830189
-0.1600473, -0.3792894
-0.1556402, -0.3765743
-0.1549314, -0.3756137
-0.1589132, -0.3743438
-0.1691876, -0.3707449
-0.1848909, -0.3636852
-0.2008981, -0.3522491
-0.2204324, -0.3407278
-0.2435905, -0.329089
-0.2680161, -0.3206538
-0.2884787, -0.3223787
-0.3147637, -0.3373162
-0.345852, -0.3671126
-0.3776065, -0.4051787
-0.4069121, -0.4458629
-0.4382341, -0.4922295
-0.4670372, -0.5353492
-0.503332, -0.5748329
-0.5406846, -0.6071948
-0.5829318, -0.6330414
-0.6316623, -0.6561879
-0.6830775, -0.6737536
-0.7455586, -0.688841
-0.8128096, -0.7027386
-0.8774988, -0.7129205
-0.9311154, -0.7216682
-0.9767723, -0.7336927
-1.022468, -0.7521334
-1.063832, -0.7764126
-1.104472, -0.8083898
-1.144164, -0.8467318
-1.17909, -0.8852887
-1.228561, -0.9378156
-1.278674, -0.9912354
-1.323306, -1.026129
-1.366763, -1.05696
-1.408869, -1.082827
-1.447362, -1.099985
-1.499259, -1.117285
-1.555941, -1.134498
-1.6097, -1.152876
-1.648077, -1.167834
-1.668289, -1.188935
-1.679971, -1.208913
-1.68566, -1.224084
-1.68749, -1.242835
-1.681767, -1.256626
-1.674482, -1.267625
-1.672401, -1.27742
-1.670242, -1.284021
-1.661992, -1.288819
-1.650628, -1.292998
-1.633108, -1.292006
-1.61913, -1.290943
-1.607069, -1.288779
-1.598958, -1.285243
-1.59597, -1.281684
-1.602691, -1.282242
-1.612272, -1.282702
-1.626177, -1.285095
-1.641744, -1.285811
-1.656919, -1.285674
-1.676956, -1.287962
-1.693887, -1.29688
-1.710548, -1.318354
-1.731916, -1.357206
-1.75575, -1.410336
-1.774466, -1.46363
-1.794856, -1.514612
-1.819576, -1.566612
-1.847277, -1.617157
-1.877248, -1.662179
-1.90688, -1.701609
-1.9449, -1.740538
-1.990207, -1.784763
-2.042572, -1.829636
-2.089836, -1.872852
-2.128593, -1.912727
-2.163541, -1.955766
-2.202298, -2.007325
-2.229097, -2.049797
-2.261574, -2.108465
-2.292201, -2.172727
-2.317746, -2.225523
-2.350357, -2.287344
-2.380001, -2.348588
-2.409254, -2.406608
-2.438092, -2.457839
-2.463274, -2.501667
-2.493829, -2.549704
-2.523114, -2.599228
-2.558468, -2.649302
-2.592654, -2.696291
-2.617383, -2.735853
-2.638487, -2.771557
-2.660495, -2.806963
-2.676118, -2.841591
-2.685518, -2.878405
-2.693797, -2.917277
-2.708269, -2.960026
-2.725999, -2.99862
-2.745567, -3.029029
-2.769439, -3.051479
-2.793289, -3.061614
-2.818092, -3.062658
-2.845352, -3.056662
-2.876433, -3.043177
-2.904322, -3.025828
-2.925668, -3.009265
-2.942453, -2.989202
-2.953271, -2.97672
-2.964658, -2.966293
-2.979377, -2.954412
-2.995411, -2.934591
-3.008388, -2.917204
-3.022552, -2.904369
-3.033873, -2.897241
-3.046618, -2.893147
-3.060225, -2.886146
-3.072125, -2.883119
-3.080369, -2.877312
-3.083169, -2.871151
-3.083569, -2.864473
-3.085574, -2.848742
-3.092133, -2.835993
-3.109522, -2.817275
-3.136583, -2.79294
-3.162652, -2.767797
-3.177567, -2.745324
-3.179663, -2.726007
-3.175228, -2.711075
-3.169404, -2.70399
-3.159752, -2.703372
-3.152004, -2.702925
-3.147906, -2.695903
-3.141678, -2.696676
-3.137227, -2.695025
-3.132726, -2.693039
-3.130813, -2.690852
-3.130359, -2.689904
-3.130685, -2.691804
-3.131657, -2.695101
-3.130582, -2.697165
-3.127232, -2.701145
-3.127325, -2.697346
-3.122751, -2.700589
-3.113199, -2.701883
-3.103069, -2.705291
-3.084301, -2.714298
-3.06086, -2.727704
-3.042404, -2.745885
-3.016995, -2.76257
-2.980917, -2.781619
-2.94399, -2.803899
-2.894817, -2.831158
-2.851695, -2.853334
-2.817144, -2.870686
-2.773429, -2.863883
-2.7095, -2.857181
-2.633686, -2.851881
-2.53584, -2.849952
-2.425146, -2.855276
-2.324612, -2.866329
-2.224983, -2.898885
-2.136742, -2.949625
-2.057044, -3.008666
-1.961392, -3.081803
-1.847641, -3.160285
-1.737764, -3.208304
-1.632236, -3.243037
-1.527501, -3.273622
-1.416053, -3.314991
-1.298316, -3.361229
-1.165959, -3.414224
-1.023956, -3.490316
